datetime,TVD,temperature
1970-06-10 00:00:00,200,192.22490902551377
1973-10-17 00:00:00,200,223.78240000000002
1974-04-09 00:00:00,200,228.3944
1975-12-15 00:00:00,200,235.819961802903
1977-02-03 00:00:00,200,219.96940336134455
1981-05-21 00:00:00,200,211.83106976744187
1982-05-28 00:00:00,200,207.90997050147493
1983-03-03 00:00:00,200,205.6485291723202
1985-10-17 00:00:00,200,215.1200465116279
1986-02-26 00:00:00,200,210.84893023255813
1986-05-27 00:00:00,200,213.58409302325583
1986-08-13 00:00:00,200,213.04051162790697
1986-10-02 00:00:00,200,211.89767441860465
1987-03-09 00:00:00,200,211.40693023255812
1987-04-10 00:00:00,200,208.51093023255814
1987-10-06 00:00:00,200,214.38795348837206
1987-12-02 00:00:00,200,216.7140930232558
1988-01-11 00:00:00,200,211.56172093023255
1988-02-05 00:00:00,200,217.12237209302327
1988-10-07 00:00:00,200,217.40209302325582
1988-11-14 00:00:00,200,212.8726046511628
1988-11-24 00:00:00,200,213.24618604651164
1989-01-27 00:00:00,200,210.9622930232558
1989-04-10 00:00:00,200,210.97930232558141
1989-06-05 00:00:00,200,210.6992558139535
1989-11-07 00:00:00,200,207.83079069767442
1989-12-15 00:00:00,200,210.40790697674416
1990-05-03 00:00:00,200,207.8226976744186
1990-08-08 00:00:00,200,216.38651162790697
1990-10-04 00:00:00,200,212.56632558139535
1990-10-08 00:00:00,200,216.38651162790697
1990-10-24 00:00:00,200,211.0073023255814
1991-01-22 00:00:00,200,210.6466046511628
1992-08-21 00:00:00,200,212.1864093023256
1994-06-21 00:00:00,200,212.95562325581395
1994-08-15 00:00:00,200,215.23283255813953
1994-09-16 00:00:00,200,215.8836501474926
1994-10-19 00:00:00,200,213.11752093023256
1995-01-04 00:00:00,200,209.45322325581392
1995-03-02 00:00:00,200,216.3963953488372
1995-05-19 00:00:00,200,212.25230232558138
1995-09-06 00:00:00,200,212.35555971479502
1995-11-06 00:00:00,200,216.22836895459346
1996-01-11 00:00:00,200,217.84048324853603
1996-04-29 00:00:00,200,217.16814606892578
1996-07-12 00:00:00,200,214.81548372093025
1996-09-05 00:00:00,200,216.90211162790698
1996-11-12 00:00:00,200,210.93470232558138
1997-01-23 00:00:00,200,214.83613023255813
1997-06-04 00:00:00,200,219.05942577675486
1997-09-30 00:00:00,200,217.54648372093024
1997-11-24 00:00:00,200,224.45473488372093
1998-03-03 00:00:00,200,216.479
1998-06-09 00:00:00,200,215.82921860465117
1998-10-19 00:00:00,200,216.31590697674417
2000-03-17 00:00:00,200,215.60117674418606
2000-12-27 00:00:00,200,206.3342
1973-10-17 00:00:00,100,224.11917150451887
1974-04-09 00:00:00,100,228.8539899059903
1975-12-15 00:00:00,100,235.4372569391393
1977-02-03 00:00:00,100,218.3785989304813
1981-05-21 00:00:00,100,209.65705943152454
1982-05-28 00:00:00,100,215.5734867256637
1983-03-03 00:00:00,100,215.37697964721843
1985-10-17 00:00:00,100,224.66029974160207
1986-02-26 00:00:00,100,222.1978604651163
1986-05-27 00:00:00,100,224.4663669250646
1986-08-13 00:00:00,100,221.55064082687338
1986-10-02 00:00:00,100,221.92786046511628
1987-03-09 00:00:00,100,224.71904392764858
1987-04-10 00:00:00,100,221.58195865633076
1987-10-06 00:00:00,100,226.3135865633075
1987-12-02 00:00:00,100,226.47253746770025
1988-01-11 00:00:00,100,221.25345219638243
1988-02-05 00:00:00,100,230.65422739018086
1988-10-07 00:00:00,100,228.93348320413438
1988-11-14 00:00:00,100,223.0050439276486
1988-11-24 00:00:00,100,223.55341602067185
1989-01-27 00:00:00,100,224.85756020671835
1989-04-10 00:00:00,100,222.94470284237727
1989-06-05 00:00:00,100,224.5260930232558
1989-11-07 00:00:00,100,220.06267183462535
1989-12-15 00:00:00,100,222.62623255813955
1990-05-03 00:00:00,100,216.19928165374677
1990-08-08 00:00:00,100,223.47423255813953
1990-10-04 00:00:00,100,220.12090956072353
1990-10-08 00:00:00,100,223.47423255813953
1990-10-24 00:00:00,100,220.740165374677
1991-01-22 00:00:00,100,224.26972093023255
1992-08-21 00:00:00,100,222.57654883720932
1994-06-21 00:00:00,100,219.1564899224806
1994-08-15 00:00:00,100,220.01204599483205
1994-09-16 00:00:00,100,219.36724837758112
1994-10-19 00:00:00,100,214.91177726098192
1995-01-04 00:00:00,100,218.27
1995-03-02 00:00:00,100,219.05154005167958
1995-05-19 00:00:00,100,214.6473669250646
1995-09-06 00:00:00,100,218.46506024955437
1995-11-06 00:00:00,100,220.2982924429085
1996-01-11 00:00:00,100,221.41839225838106
1996-04-29 00:00:00,100,218.80089679263594
1996-07-12 00:00:00,100,216.6374149870801
1996-09-05 00:00:00,100,220.73338036175713
1996-11-12 00:00:00,100,215.63176744186046
1997-01-23 00:00:00,100,218.76031214470285
1997-06-04 00:00:00,100,224.26737161488302
1997-09-30 00:00:00,100,221.75174832041344
1997-11-24 00:00:00,100,227.95101602067183
1998-03-03 00:00:00,100,221.74483359173126
1998-06-09 00:00:00,100,219.08195968992248
1998-10-19 00:00:00,100,219.50452351421188
2000-03-17 00:00:00,100,222.68770594315245
2000-12-27 00:00:00,100,216.48659999999998
1973-10-17 00:00:00,0,227.66257920255183
1974-04-09 00:00:00,0,229.88290717801414
1975-12-15 00:00:00,0,235.56783957219253
1977-02-03 00:00:00,0,219.59536363636363
